,Unnamed: 0,phase,letter,model_group,datastream_scheme,location_scheme,ds_combo,l_combo,input_days,output_days,loss,mse,binary_accuracy,precision,recall,true_positives,true_negatives,false_positives,false_negatives,dataset_size,training_time,experiment_name,dataset_name,epochs,inputs,outputs,f1,network,Max_or_Min
0,0.0,2.0,C,0.0,1.0,0.0,1.0,0.0,30.0,10.0,0.06186218559741974,0.06186216324567795,0.9464321732521056,0.0,0.0,0.0,46820.0,1780.0,870.0,24734.0,50.944552659988396,2_C_8,2_C_0_1_0_1_0_30_10,14.0,5.0,1.0,0.0,Network 1,Min
2,2.0,2.0,C,0.0,1.0,0.0,1.0,0.0,30.0,10.0,0.03940651938319206,0.039406511932611465,0.9824135899543762,0.0,0.0,0.0,48600.0,0.0,870.0,24734.0,40.77588438987732,2_C_64,2_C_0_1_0_1_0_30_10,11.0,5.0,1.0,0.0,Network 1,Min
3,3.0,2.0,C,0.0,1.0,0.0,2.0,0.0,30.0,10.0,0.040163256227970116,0.04016326367855072,0.9824135899543762,0.0,0.0,0.0,48600.0,0.0,870.0,24734.0,92.15046668052672,2_C_8,2_C_0_1_0_2_0_30_10,25.0,5.0,1.0,0.0,Network 1,Min
4,4.0,2.0,C,0.0,1.0,0.0,2.0,0.0,30.0,10.0,0.04060949385166168,0.04060947522521019,0.9824135899543762,0.0,0.0,0.0,48600.0,0.0,870.0,24734.0,44.8949294090271,2_C_32,2_C_0_1_0_2_0_30_10,12.0,5.0,1.0,0.0,Network 1,Min
5,5.0,2.0,C,0.0,1.0,0.0,2.0,0.0,30.0,10.0,0.04145170375704765,0.041451673954725266,0.9824135899543762,0.0,0.0,0.0,48600.0,0.0,870.0,24734.0,93.59108018875122,2_C_64,2_C_0_1_0_2_0_30_10,25.0,5.0,1.0,0.0,Network 1,Min
7,7.0,2.0,C,0.0,1.0,0.0,3.0,0.0,30.0,10.0,0.017215754836797714,0.017215758562088013,0.9962199330329896,0.8230841755867004,1.0,870.0,48413.0,187.0,0.0,24734.0,78.23628163337708,2_C_32,2_C_0_1_0_3_0_30_10,21.0,8.0,1.0,0.9029579507175718,Network 1,Max
0,0.0,2.0,F,0.0,1.0,0.0,1.0,0.0,30.0,10.0,0.04326134920120239,0.0432613380253315,0.9727107286453248,0.0,0.0,0.0,48120.0,480.0,870.0,24734.0,59.44300436973572,2_F_8,2_F_0_1_0_1_0_30_10,16.0,4.0,1.0,0.0,Network 2,Min
1,1.0,2.0,F,0.0,1.0,0.0,1.0,0.0,30.0,10.0,0.04210536926984787,0.04210534319281578,0.9824135899543762,0.0,0.0,0.0,48600.0,0.0,870.0,24734.0,48.78549981117249,2_F_32,2_F_0_1_0_1_0_30_10,13.0,4.0,1.0,0.0,Network 2,Min
2,2.0,2.0,F,0.0,1.0,0.0,1.0,0.0,30.0,10.0,0.038744647055864334,0.03874466195702553,0.9824135899543762,0.0,0.0,0.0,48600.0,0.0,870.0,24734.0,74.54569816589354,2_F_64,2_F_0_1_0_1_0_30_10,20.0,4.0,1.0,0.0,Network 2,Min
3,3.0,2.0,F,0.0,1.0,0.0,2.0,0.0,30.0,10.0,0.044503811746835716,0.044503811746835716,0.9824135899543762,0.0,0.0,0.0,48600.0,0.0,870.0,24734.0,105.4101722240448,2_F_8,2_F_0_1_0_2_0_30_10,29.0,4.0,1.0,0.0,Network 2,Min
4,4.0,2.0,F,0.0,1.0,0.0,2.0,0.0,30.0,10.0,0.03859211131930351,0.03859212622046471,0.9824135899543762,0.0,0.0,0.0,48600.0,0.0,870.0,24734.0,45.13969945907593,2_F_32,2_F_0_1_0_2_0_30_10,12.0,4.0,1.0,0.0,Network 2,Min
5,5.0,2.0,F,0.0,1.0,0.0,2.0,0.0,30.0,10.0,0.04057970270514488,0.0405796617269516,0.9824135899543762,0.0,0.0,0.0,48600.0,0.0,870.0,24734.0,55.28032755851746,2_F_64,2_F_0_1_0_2_0_30_10,15.0,4.0,1.0,0.0,Network 2,Min
7,7.0,2.0,F,0.0,1.0,0.0,3.0,0.0,30.0,10.0,0.008999889716506004,0.008999890647828579,0.9942389130592346,0.9534883499145508,0.7068965435028076,615.0,48570.0,30.0,255.0,24734.0,63.47258400917053,2_F_32,2_F_0_1_0_3_0_30_10,17.0,6.0,1.0,0.8118811746564942,Network 2,Max
