,letter,input_days,output_days,experiment_name,weighted_metric,mean_metric,min_or_max
0,E,300,10,15_E_0.7,0.08883129576077828,0.08883129576077828,Min
0,E,300,10,15_E_0.7,0.08883129576077828,0.08883129576077828,Max
0,S,300,10,15_S_0.7,0.0638875886797905,0.0638875886797905,Min
0,S,300,10,15_S_0.7,0.0638875886797905,0.0638875886797905,Max
0,AC,300,10,15_AC_0.7,0.0817369893193245,0.0817369893193245,Min
0,AC,300,10,15_AC_0.7,0.0817369893193245,0.0817369893193245,Max
