,letter,input_days,output_days,experiment_name,weighted_metric,mean_metric,min_or_max
1,C,300,10,15_C_32,0.0005900521691028888,0.0006654660302536705,Min
2,C,300,10,15_C_64,0.0007763760737501659,0.0006654660302536705,Max
1,F,300,10,15_F_32,0.00024712441686111,0.0002668630227279396,Min
0,F,300,10,15_F_8,0.00028891567266187986,0.0002668630227279396,Max
1,A,300,10,15_A_32,0.0003864956670440733,0.0005153914971742778,Min
2,A,300,10,15_A_64,0.0007076917099766432,0.0005153914971742778,Max
2,G,300,10,15_G_64,0.0002541700087022037,0.00030377073562704027,Min
0,G,300,10,15_G_8,0.000389860913855955,0.00030377073562704027,Max
2,T,300,10,15_T_64,0.00024967294302769005,0.0004309945701000591,Min
1,T,300,10,15_T_32,0.0005666418001055717,0.0004309945701000591,Max
2,AD,300,10,15_AD_64,0.0005327615072019398,0.0005620819089623789,Min
1,AD,300,10,15_AD_32,0.0005800884100608528,0.0005620819089623789,Max
