,phase,letter,model_group,datastream_scheme,location_scheme,ds_combo,l_combo,input_days,output_days,loss,mse,mape,mae,dataset_size,training_time,experiment_name,dataset_name,epochs,inputs,outputs,network,Max_or_Min
1,15,A,0,0,0,0,0,300,10,0.0003864956379402429,0.0003864956670440733,8287.611328125,0.012940865010023115,24392,278.47011351585394,15_A_32,15_A_0_0_0_0_0_300_10,53,32,13,Network 1,Min
2,15,A,0,0,0,0,0,300,10,0.0007076917099766432,0.0007076917099766432,7572.103515625,0.018640272319316864,24392,350.13037300109863,15_A_64,15_A_0_0_0_0_0_300_10,40,32,13,Network 1,Max
2,15,G,0,0,0,0,0,300,10,0.0002541700669098645,0.0002541700087022037,6572.73193359375,0.009101136587560177,24392,481.87225556373596,15_G_64,15_G_0_0_0_0_0_300_10,56,10,13,Network 2,Min
0,15,G,0,0,0,0,0,300,10,0.00038986103027127683,0.000389860913855955,3002.233154296875,0.012199328280985357,24392,306.89995646476746,15_G_8,15_G_0_0_0_0_0_300_10,75,10,13,Network 2,Max
2,15,T,0,0,0,0,0,300,10,0.00024967288482002914,0.00024967294302769005,1854.544921875,0.008714517578482628,24392,540.4409806728363,15_T_64,15_T_0_0_0_0_0_300_10,63,10,13,Network 3,Min
1,15,T,0,0,0,0,0,300,10,0.0005666417418979107,0.0005666418001055717,3744.105224609375,0.014969449490308763,24392,194.4207990169525,15_T_32,15_T_0_0_0_0_0_300_10,38,10,13,Network 3,Max
2,15,AD,0,0,0,0,0,300,10,0.000532761390786618,0.0005327615072019398,3825.184326171875,0.014486235566437244,24392,487.0283579826355,15_AD_64,15_AD_0_0_0_0_0_300_10,57,10,13,Network 4,Min
1,15,AD,0,0,0,0,0,300,10,0.0005800884682685138,0.0005800884100608528,883.7893676757812,0.014971045777201653,24392,265.2668163776397,15_AD_32,15_AD_0_0_0_0_0_300_10,52,10,13,Network 4,Max
