,letter,input_days,output_days,experiment_name,weighted_metric,mean_metric,min_or_max
1,C,30,10,20_C_32,0.0,0.07599351628265745,Min
2,C,30,10,20_C_64,0.0,0.07599351628265745,Min
0,C,30,10,20_C_8,0.22798054884797234,0.07599351628265745,Max
1,F,30,10,20_F_32,0.0,0.02887342034633511,Min
2,F,30,10,20_F_64,0.0,0.02887342034633511,Min
0,F,30,10,20_F_8,0.08662026103900533,0.02887342034633511,Max
0,A,30,10,20_A_8,0.0,0.005239030774939441,Min
2,A,30,10,20_A_64,0.0,0.005239030774939441,Min
1,A,30,10,20_A_32,0.015717092324818323,0.005239030774939441,Max
1,G,30,10,20_G_32,0.0,0.1612403099012951,Min
2,G,30,10,20_G_64,0.0,0.1612403099012951,Min
0,G,30,10,20_G_8,0.4837209297038853,0.1612403099012951,Max
2,T,30,10,20_T_64,0.0,0.370095282005995,Min
0,T,30,10,20_T_8,0.7612456963982921,0.370095282005995,Max
0,AD,30,10,20_AD_8,0.0,0.0,Min
1,AD,30,10,20_AD_32,0.0,0.0,Min
2,AD,30,10,20_AD_64,0.0,0.0,Min
0,AD,30,10,20_AD_8,0.0,0.0,Max
1,AD,30,10,20_AD_32,0.0,0.0,Max
2,AD,30,10,20_AD_64,0.0,0.0,Max
