,Unnamed: 0,phase,letter,model_group,datastream_scheme,location_scheme,ds_combo,l_combo,input_days,output_days,loss,mse,binary_accuracy,precision,recall,true_positives,true_negatives,false_positives,false_negatives,dataset_size,training_time,experiment_name,dataset_name,epochs,inputs,outputs,f1,network,Max_or_Min
0,0,20,A,0,0,0,0,0,30,10,0.02073057554662228,0.02073057554662228,0.9811664819717408,0.0,0.0,0.0,16150.0,10.0,300.0,8227,45.66975712776184,20_A_8,20_A_0_0_0_0_0_30_10,36,18,1,0.0,Network 1,Min
2,2,20,A,0,0,0,0,0,30,10,0.03826019540429115,0.03826019540429115,0.9817739725112916,0.0,0.0,0.0,16160.0,0.0,300.0,8227,28.567225456237804,20_A_64,20_A_0_0_0_0_0_30_10,21,18,1,0.0,Network 1,Min
1,1,20,A,0,0,0,0,0,30,10,0.033429805189371116,0.033429805189371116,0.9695625901222228,0.0191387552767992,0.013333333656191826,4.0,15955.0,205.0,296.0,8227,27.96517944335937,20_A_32,20_A_0_0_0_0_0_30_10,21,18,1,0.015717092324818323,Network 1,Max
1,1,20,G,0,0,0,0,0,30,10,0.035998810082674026,0.03599880635738373,0.9817739725112916,0.0,0.0,0.0,16160.0,0.0,300.0,8227,17.477745056152347,20_G_32,20_G_0_0_0_0_0_30_10,13,14,1,0.0,Network 2,Min
2,2,20,G,0,0,0,0,0,30,10,0.030426714569330205,0.030426720157265663,0.9817739725112916,0.0,0.0,0.0,16160.0,0.0,300.0,8227,20.645627498626713,20_G_64,20_G_0_0_0_0_0_30_10,15,14,1,0.0,Network 2,Min
0,0,20,G,0,0,0,0,0,30,10,0.020522277802228928,0.02052228339016437,0.9865127801895142,0.8000000119209291,0.3466666638851166,104.0,16134.0,26.0,196.0,8227,34.42141127586365,20_G_8,20_G_0_0_0_0_0_30_10,27,14,1,0.4837209297038853,Network 2,Max
2,2,20,T,0,0,0,0,0,30,10,0.03521188348531723,0.03521188721060753,0.9817739725112916,0.0,0.0,0.0,16160.0,0.0,300.0,8227,17.119348287582394,20_T_64,20_T_0_0_0_0_0_30_10,13,14,1,0.0,Network 3,Min
0,0,20,T,0,0,0,0,0,30,10,0.0231779795140028,0.023177988827228543,0.9916160106658936,0.7913669347763062,0.7333333492279053,220.0,16102.0,58.0,80.0,8227,22.641775369644165,20_T_8,20_T_0_0_0_0_0_30_10,17,14,1,0.7612456963982921,Network 3,Max
0,0,20,AD,0,0,0,0,0,30,10,0.040169857442379,0.04016987979412079,0.9554678201675416,0.0,0.0,0.0,15727.0,433.0,300.0,8227,41.520394325256355,20_AD_8,20_AD_0_0_0_0_0_30_10,32,13,1,0.0,Network 4,Min
1,1,20,AD,0,0,0,0,0,30,10,0.03808053210377693,0.03808053582906723,0.9817739725112916,0.0,0.0,0.0,16160.0,0.0,300.0,8227,17.193105936050415,20_AD_32,20_AD_0_0_0_0_0_30_10,13,13,1,0.0,Network 4,Min
2,2,20,AD,0,0,0,0,0,30,10,0.037211447954177856,0.03721144422888757,0.9817739725112916,0.0,0.0,0.0,16160.0,0.0,300.0,8227,22.31053400039673,20_AD_64,20_AD_0_0_0_0_0_30_10,17,13,1,0.0,Network 4,Min
0,0,20,AD,0,0,0,0,0,30,10,0.040169857442379,0.04016987979412079,0.9554678201675416,0.0,0.0,0.0,15727.0,433.0,300.0,8227,41.520394325256355,20_AD_8,20_AD_0_0_0_0_0_30_10,32,13,1,0.0,Network 4,Max
1,1,20,AD,0,0,0,0,0,30,10,0.03808053210377693,0.03808053582906723,0.9817739725112916,0.0,0.0,0.0,16160.0,0.0,300.0,8227,17.193105936050415,20_AD_32,20_AD_0_0_0_0_0_30_10,13,13,1,0.0,Network 4,Max
2,2,20,AD,0,0,0,0,0,30,10,0.037211447954177856,0.03721144422888757,0.9817739725112916,0.0,0.0,0.0,16160.0,0.0,300.0,8227,22.31053400039673,20_AD_64,20_AD_0_0_0_0_0_30_10,17,13,1,0.0,Network 4,Max
