,letter,mean base 8,mean base 32,mean base 64
0,C,0.35355299623978165,0.19601337693675128,0.48922583555217064
1,F,0.14970976692714374,0.605803444704417,0.3129298836305562
2,A,0.2778791269448063,0.5541441945601774,0.7665276059691296
3,G,0.2340447685894013,0.7665276059691296,0.7665276059691296
4,T,0.05266538248061391,0.037758597247300435,0.7665276059691296
5,AD,0.24086302225174744,0.07703248732891244,0.6417198126492347
