,letter,mean base 8,mean base 32,mean base 64
0,C,0.0007286238542293334,0.000727699070315,0.000967614372106
1,F,0.00260435335803777,0.00034620028842861455,0.0003342911319729562
2,A,0.0007539584185,0.000420057185693,0.000434217159636
3,G,0.0006049869116395713,0.0003838271659333259,0.0003339904942549765
4,T,0.0006325786234810947,0.00035186053719371557,0.0003474951663520187
5,AD,0.0006254410836845636,0.0004831838596146554,0.00042866446892730886
