,Slate,Model Letter,Network,Separation_Scheme,Mean Metric,Best Metric,Best Input Days,Best Output Days,Best Base
0,4,A,1,4,0.6346471065253302,0.6500294203443986,30,10,32
1,4,C,1,2,0.3661373510998605,0.4516046492825152,30,10,32
2,4,F,2,2,0.43004909153064014,0.4401794273233157,30,10,64
3,4,G,2,4,0.6429332742444601,0.6747065213940348,30,10,64
4,4,T,3,4,0.6614041039830508,0.7005268290208885,30,10,64
5,4,AD,4,4,0.4641275520567631,0.7127251768299268,30,10,8
