,letter,input_days,output_days,experiment_name,weighted_metric,mean_metric,min_or_max
2,C,30,10,4_C_64,0.21871513691813696,0.3661373510998605,Min
1,C,30,10,4_C_32,0.4516046492825152,0.3661373510998605,Max
0,F,30,10,4_F_8,0.41675056500092106,0.43004909153064014,Min
2,F,30,10,4_F_64,0.4401794273233157,0.43004909153064014,Max
0,A,30,10,4_A_8,0.6111563658348173,0.6346471065253302,Min
1,A,30,10,4_A_32,0.6500294203443986,0.6346471065253302,Max
0,G,30,10,4_G_8,0.6002904803042954,0.6429332742444601,Min
2,G,30,10,4_G_64,0.6747065213940348,0.6429332742444601,Max
0,T,30,10,4_T_8,0.6000145066423448,0.6614041039830508,Min
2,T,30,10,4_T_64,0.7005268290208885,0.6614041039830508,Max
2,AD,30,10,4_AD_64,0.0,0.4641275520567631,Min
0,AD,30,10,4_AD_8,0.7127251768299268,0.4641275520567631,Max
