,Unnamed: 0,phase,letter,model_group,datastream_scheme,location_scheme,ds_combo,l_combo,input_days,output_days,loss,mse,binary_accuracy,precision,recall,true_positives,true_negatives,false_positives,false_negatives,dataset_size,training_time,experiment_name,dataset_name,epochs,inputs,outputs,f1,network,Max_or_Min
3,3.0,4.0,C,0.0,1.0,0.0,2.0,0.0,30.0,10.0,0.17545747756958,0.175457522273064,0.6853797435760501,0.0,0.0,0.0,97461.0,0.0,44739.0,23697.0,86.4404346942902,4_C_8,4_C_0_1_0_2_0_30_10,24.0,5.0,3.0,0.0,Network 1,Min
4,4.0,4.0,C,0.0,1.0,0.0,2.0,0.0,30.0,10.0,0.17634131014347101,0.17634131014347101,0.6853797435760501,0.0,0.0,0.0,97461.0,0.0,44739.0,23697.0,94.0428576469421,4_C_32,4_C_0_1_0_2_0_30_10,26.0,5.0,3.0,0.0,Network 1,Min
5,5.0,4.0,C,0.0,1.0,0.0,2.0,0.0,30.0,10.0,0.175672471523285,0.175672426819801,0.6853797435760501,0.0,0.0,0.0,97461.0,0.0,44739.0,23697.0,54.24200963974,4_C_64,4_C_0_1_0_2_0_30_10,15.0,5.0,3.0,0.0,Network 1,Min
1,1.0,4.0,C,0.0,1.0,0.0,1.0,0.0,30.0,10.0,0.21032632887363398,0.21032632887363398,0.6854078769683841,0.500039517879486,0.565703272819519,25309.0,72156.0,25305.0,19430.0,23697.0,48.084723711013794,4_C_32,4_C_0_1_0_1_0_30_10,13.0,5.0,3.0,0.530848520435192,Network 1,Max
5,5.0,4.0,F,0.0,1.0,0.0,2.0,0.0,30.0,10.0,0.17707820236682892,0.17707815766334534,0.6854430437088013,1.0,0.0002011667675105855,9.0,97461.0,0.0,44730.0,23697.0,41.14729499816895,4_F_64,4_F_0_1_0_2_0_30_10,11.0,4.0,3.0,0.000402252615162856,Network 2,Min
4,4.0,4.0,F,0.0,1.0,0.0,2.0,0.0,30.0,10.0,0.16600774228572845,0.16600777208805084,0.7515400648117065,0.6324995756149292,0.5019111037254333,22455.0,84414.0,13047.0,22284.0,23697.0,119.1015923023224,4_F_32,4_F_0_1_0_2_0_30_10,33.0,4.0,3.0,0.5596889484280123,Network 2,Max
