,phase,letter,model_group,datastream_scheme,location_scheme,ds_combo,l_combo,input_days,output_days,loss,mse,mape,mae,dataset_size,training_time,experiment_name,dataset_name,epochs,inputs,outputs,network,Max_or_Min
1,5,A,0,0,0,0,0,30,10,0.000314474746119231,0.000314474746119231,954.303466796875,0.011159558780491352,24734,280.62598180770874,5_A_32,5_A_0_0_0_0_0_30_10,91,32,13,Network 1,Min
0,5,A,0,0,0,0,0,30,10,0.000678009120747447,0.0006780090625397861,24654.3984375,0.017364975064992905,24734,178.43783497810364,5_A_8,5_A_0_0_0_0_0_30_10,60,32,13,Network 1,Max
2,5,G,0,0,0,0,0,30,10,0.0004811477847397328,0.00048114793025888497,12551.8173828125,0.013702944852411749,24734,120.77558970451356,5_G_64,5_G_0_0_0_0_0_30_10,39,10,13,Network 2,Min
0,5,G,0,0,0,0,0,30,10,0.0005845470586791635,0.0005845469422638416,4190.4482421875,0.014923189766705038,24734,220.28971743583682,5_G_8,5_G_0_0_0_0_0_30_10,74,10,13,Network 2,Max
2,5,T,0,0,0,0,0,30,10,0.00048462668200954806,0.00048462659469805663,16089.724609375,0.01363332848995924,24734,131.11440253257751,5_T_64,5_T_0_0_0_0_0_30_10,42,10,13,Network 3,Min
0,5,T,0,0,0,0,0,30,10,0.0005749364499934018,0.0005749365082010628,28761.615234375,0.015134973451495169,24734,179.30420398712158,5_T_8,5_T_0_0_0_0_0_30_10,60,10,13,Network 3,Max
2,5,AD,0,0,0,0,0,30,10,0.0003261179372202605,0.00032611790811643004,4810.9873046875,0.011009835638105871,24734,223.58094191551208,5_AD_64,5_AD_0_0_0_0_0_30_10,72,10,13,Network 4,Min
0,5,AD,0,0,0,0,0,30,10,0.0005118573317304254,0.0005118570988997816,22218.513671875,0.01438912283629179,24734,157.01719570159912,5_AD_8,5_AD_0_0_0_0_0_30_10,53,10,13,Network 4,Max
