,phase,letter,model_group,datastream_scheme,location_scheme,ds_combo,l_combo,input_days,output_days,loss,mse,binary_accuracy,precision,recall,true_positives,true_negatives,false_positives,false_negatives,dataset_size,training_time,experiment_name,dataset_name,epochs,inputs,outputs,f1
0,9,A,0,0,0,0,0,30,10,0.17791394889354706,0.17791399359703064,0.7677637338638306,0.6581820249557495,0.6561353206634521,10550.0,25842.0,5479.0,5529.0,23697,42.702273368835456,9_A_8,9_A_0_0_0_0_0_30_10,12,18,1,0.6571570792072361
1,9,A,0,0,0,0,0,30,10,0.18551605939865112,0.18551601469516754,0.7294725775718689,0.5928799510002136,0.6463088393211365,10392.0,24185.0,7136.0,5687.0,23697,39.6156189441681,9_A_32,9_A_0_0_0_0_0_30_10,11,18,1,0.6184425746594303
2,9,A,0,0,0,0,0,30,10,0.1827986240386963,0.18279869854450226,0.7567299604415894,0.5973458886146545,0.867840051651001,13954.0,21915.0,9406.0,2125.0,23697,44.64336037635803,9_A_64,9_A_0_0_0_0_0_30_10,12,18,1,0.7076244353462233
