,phase,letter,model_group,datastream_scheme,location_scheme,ds_combo,l_combo,input_days,output_days,loss,mse,binary_accuracy,precision,recall,true_positives,true_negatives,false_positives,false_negatives,dataset_size,training_time,experiment_name,dataset_name,epochs,inputs,outputs,f1
0,9,C,0,1,0,1,0,30,10,0.187331482768059,0.187331452965736,0.735253155231476,0.581231594085693,0.785434424877167,12629,22222,9099,3450,23697,38.9759612083435,9_C_8,9_C_0_1_0_1_0_30_10,11,5,1,0.668077345140373
1,9,C,0,1,0,1,0,30,10,0.196650415658951,0.196650430560112,0.727341771125793,0.568583965301514,0.813359022140503,13078,21398,9923,3001,23697,43.4420011043549,9_C_32,9_C_0_1_0_1_0_30_10,12,5,1,0.669293743989294
2,9,C,0,1,0,1,0,30,10,0.186514779925346,0.186514839529991,0.73310124874115,0.57969868183136,0.775359153747559,12467,22282,9039,3612,23697,41.115348815918,9_C_64,9_C_0_1_0_1_0_30_10,11,5,1,0.663402944983983
3,9,C,0,1,0,2,0,30,10,0.242226228117943,0.242226108908653,0.660780608654022,0,0,0,31321,0,16079,23697,70.8380153179169,9_C_8,9_C_0_1_0_2_0_30_10,20,5,1,0
4,9,C,0,1,0,2,0,30,10,0.239745661616325,0.239745661616325,0.660780608654022,0,0,0,31321,0,16079,23697,39.8353979587555,9_C_32,9_C_0_1_0_2_0_30_10,11,5,1,0
5,9,C,0,1,0,2,0,30,10,0.239989131689072,0.239989101886749,0.660780608654022,0,0,0,31321,0,16079,23697,76.6851105690002,9_C_64,9_C_0_1_0_2_0_30_10,21,5,1,0
6,9,C,0,1,0,3,0,30,10,0.205649852752686,0.205649882555008,0.699810147285461,0.5410236120224,0.758691489696503,12199,20972,10349,3880,23697,50.0353679656982,9_C_8,9_C_0_1_0_3_0_30_10,14,8,1,0.631630746805052
7,9,C,0,1,0,3,0,30,10,0.18994528055191,0.189945355057716,0.732763707637787,0.581292271614075,0.758691489696503,12199,22534,8787,3880,23697,40.7560784816742,9_C_32,9_C_0_1_0_3_0_30_10,11,8,1,0.658249020971125
8,9,C,0,1,0,3,0,30,10,0.207828640937805,0.207828730344772,0.700274288654327,0.541552007198334,0.758691489696503,12199,20994,10327,3880,23697,39.623321056366,9_C_64,9_C_0_1_0_3_0_30_10,11,8,1,0.631990700312137
