,letter,input_days,output_days,experiment_name,weighted_metric,mean_metric,min_or_max
0,C,300,10,27_C_8,0.8961892406120547,0.8961892406120547,Min
1,C,300,10,27_C_32,0.8961892406120547,0.8961892406120547,Min
2,C,300,10,27_C_64,0.8961892406120547,0.8961892406120547,Min
0,C,300,10,27_C_8,0.8961892406120547,0.8961892406120547,Max
1,C,300,10,27_C_32,0.8961892406120547,0.8961892406120547,Max
2,C,300,10,27_C_64,0.8961892406120547,0.8961892406120547,Max
0,F,300,10,27_F_8,0.8961892406120547,0.8961892406120547,Min
1,F,300,10,27_F_32,0.8961892406120547,0.8961892406120547,Min
2,F,300,10,27_F_64,0.8961892406120547,0.8961892406120547,Min
0,F,300,10,27_F_8,0.8961892406120547,0.8961892406120547,Max
1,F,300,10,27_F_32,0.8961892406120547,0.8961892406120547,Max
2,F,300,10,27_F_64,0.8961892406120547,0.8961892406120547,Max
0,A,300,10,27_A_8,0.8961892406120547,0.8961892406120547,Min
1,A,300,10,27_A_32,0.8961892406120547,0.8961892406120547,Min
2,A,300,10,27_A_64,0.8961892406120547,0.8961892406120547,Min
0,A,300,10,27_A_8,0.8961892406120547,0.8961892406120547,Max
1,A,300,10,27_A_32,0.8961892406120547,0.8961892406120547,Max
2,A,300,10,27_A_64,0.8961892406120547,0.8961892406120547,Max
0,G,300,10,27_G_8,0.8961892406120547,0.8961892406120547,Min
1,G,300,10,27_G_32,0.8961892406120547,0.8961892406120547,Min
2,G,300,10,27_G_64,0.8961892406120547,0.8961892406120547,Min
0,G,300,10,27_G_8,0.8961892406120547,0.8961892406120547,Max
1,G,300,10,27_G_32,0.8961892406120547,0.8961892406120547,Max
2,G,300,10,27_G_64,0.8961892406120547,0.8961892406120547,Max
0,T,300,10,27_T_8,0.8961892406120547,0.8961892406120547,Min
1,T,300,10,27_T_32,0.8961892406120547,0.8961892406120547,Min
2,T,300,10,27_T_64,0.8961892406120547,0.8961892406120547,Min
0,T,300,10,27_T_8,0.8961892406120547,0.8961892406120547,Max
1,T,300,10,27_T_32,0.8961892406120547,0.8961892406120547,Max
2,T,300,10,27_T_64,0.8961892406120547,0.8961892406120547,Max
0,AD,300,10,27_AD_8,0.8961892406120547,0.8961892406120547,Min
1,AD,300,10,27_AD_32,0.8961892406120547,0.8961892406120547,Min
2,AD,300,10,27_AD_64,0.8961892406120547,0.8961892406120547,Min
0,AD,300,10,27_AD_8,0.8961892406120547,0.8961892406120547,Max
1,AD,300,10,27_AD_32,0.8961892406120547,0.8961892406120547,Max
2,AD,300,10,27_AD_64,0.8961892406120547,0.8961892406120547,Max
