,letter,input_days,output_days,experiment_name,weighted_metric
0,A,300,10,27_A_8,0.8961892406120547
1,A,300,10,27_A_32,0.8961892406120547
2,A,300,10,27_A_64,0.8961892406120547
0,C,300,10,27_C_8,0.8961892406120547
1,C,300,10,27_C_32,0.8961892406120547
2,C,300,10,27_C_64,0.8961892406120547
