,Unnamed: 0,phase,letter,model_group,datastream_scheme,location_scheme,ds_combo,l_combo,input_days,output_days,loss,mse,binary_accuracy,precision,recall,true_positives,true_negatives,false_positives,false_negatives,dataset_size,training_time,experiment_name,dataset_name,epochs,inputs,outputs,f1,network,Max_or_Min
2,2.0,14.0,C,0.0,1.0,0.0,1.0,0.0,300.0,10.0,0.17830419540405273,0.17830421030521393,0.6844990849494934,0.0,0.0,0.0,96001.0,0.0,44249.0,23373.0,98.91831302642822,14_C_64,14_C_0_1_0_1_0_300_10,12.0,5.0,3.0,0.0,Network 1,Min
3,3.0,14.0,C,0.0,1.0,0.0,2.0,0.0,300.0,10.0,0.17791086435317993,0.17791086435317993,0.6844990849494934,0.0,0.0,0.0,96001.0,0.0,44249.0,23373.0,103.98258328437805,14_C_8,14_C_0_1_0_2_0_300_10,24.0,5.0,3.0,0.0,Network 1,Min
4,4.0,14.0,C,0.0,1.0,0.0,2.0,0.0,300.0,10.0,0.17721937596797946,0.17721927165985107,0.6844990849494934,0.0,0.0,0.0,96001.0,0.0,44249.0,23373.0,73.73131752014159,14_C_32,14_C_0_1_0_2_0_300_10,14.0,5.0,3.0,0.0,Network 1,Min
5,5.0,14.0,C,0.0,1.0,0.0,2.0,0.0,300.0,10.0,0.17737148702144626,0.17737147212028506,0.6844990849494934,0.0,0.0,0.0,96001.0,0.0,44249.0,23373.0,124.46196484565736,14_C_64,14_C_0_1_0_2_0_300_10,15.0,5.0,3.0,0.0,Network 1,Min
6,6.0,14.0,C,0.0,1.0,0.0,3.0,0.0,300.0,10.0,0.1690903753042221,0.1690903753042221,0.6841853857040405,0.0,0.0,0.0,95957.0,44.0,44249.0,23373.0,112.93379950523376,14_C_8,14_C_0_1_0_3_0_300_10,26.0,8.0,3.0,0.0,Network 1,Min
0,0.0,14.0,C,0.0,1.0,0.0,1.0,0.0,300.0,10.0,0.1646047830581665,0.1646047830581665,0.7287415266036987,0.5682362914085388,0.5838776230812073,25836.0,76370.0,19631.0,18413.0,23373.0,86.27062010765076,14_C_8,14_C_0_1_0_1_0_300_10,20.0,5.0,3.0,0.5759507823027005,Network 1,Max
3,3.0,14.0,F,0.0,1.0,0.0,2.0,0.0,300.0,10.0,0.17834796011447904,0.17834797501564026,0.6844990849494934,0.0,0.0,0.0,96001.0,0.0,44249.0,23373.0,55.89400768280029,14_F_8,14_F_0_1_0_2_0_300_10,13.0,4.0,3.0,0.0,Network 2,Min
4,4.0,14.0,F,0.0,1.0,0.0,2.0,0.0,300.0,10.0,0.17699968814849856,0.17699985206127167,0.6844990849494934,0.0,0.0,0.0,96001.0,0.0,44249.0,23373.0,72.99211668968199,14_F_32,14_F_0_1_0_2_0_300_10,14.0,4.0,3.0,0.0,Network 2,Min
5,5.0,14.0,F,0.0,1.0,0.0,2.0,0.0,300.0,10.0,0.17434561252593994,0.17434555292129514,0.6844990849494934,0.0,0.0,0.0,96001.0,0.0,44249.0,23373.0,247.5817575454712,14_F_64,14_F_0_1_0_2_0_300_10,30.0,4.0,3.0,0.0,Network 2,Min
8,8.0,14.0,F,0.0,1.0,0.0,3.0,0.0,300.0,10.0,0.17722861468791962,0.177228644490242,0.6844990849494934,0.0,0.0,0.0,96001.0,0.0,44249.0,23373.0,181.48008632659912,14_F_64,14_F_0_1_0_3_0_300_10,22.0,6.0,3.0,0.0,Network 2,Min
1,1.0,14.0,F,0.0,1.0,0.0,1.0,0.0,300.0,10.0,0.18149195611476893,0.18149198591709131,0.7435436844825745,0.5741214752197266,0.7247847318649292,32071.0,72211.0,23790.0,12178.0,23373.0,109.05360531806946,14_F_32,14_F_0_1_0_1_0_300_10,21.0,4.0,3.0,0.6407152066953007,Network 2,Max
