,letter,input_days,output_days,experiment_name,weighted_metric,mean_metric,min_or_max
2,C,300,10,14_C_64,0.1355470112471267,0.2104282917363122,Min
1,C,300,10,14_C_32,0.3037542698609097,0.2104282917363122,Max
2,F,300,10,14_F_64,0.13118460845804156,0.2698263747203734,Min
1,F,300,10,14_F_32,0.4039229555294152,0.2698263747203734,Max
0,A,300,10,14_A_8,0.4077412120269333,0.47588245497345866,Min
1,A,300,10,14_A_32,0.5211902598264874,0.47588245497345866,Max
2,G,300,10,14_G_64,0.40281630038019695,0.4382097646884922,Min
1,G,300,10,14_G_32,0.4825045508541914,0.4382097646884922,Max
2,T,300,10,14_T_64,0.3751158974893646,0.44317441712478695,Min
0,T,300,10,14_T_8,0.5513823467733194,0.44317441712478695,Max
2,AD,300,10,14_AD_64,0.37716987627812987,0.39405429799818475,Min
1,AD,300,10,14_AD_32,0.4165859104385707,0.39405429799818475,Max
