,letter,input_days,output_days,experiment_name,weighted_metric,mean_metric,min_or_max
2,C,30,10,7_C_64,0.3686440781612858,0.41132152354082313,Min
1,C,30,10,7_C_32,0.48848960947872,0.41132152354082313,Max
2,F,30,10,7_F_64,0.4728260852488036,0.4834513921686579,Min
0,F,30,10,7_F_8,0.4887640456285851,0.4834513921686579,Max
1,F,30,10,7_F_32,0.4887640456285851,0.4834513921686579,Max
0,A,30,10,7_A_8,0.7941767242109159,0.9008428623501202,Min
1,A,30,10,7_A_32,0.9597352601555336,0.9008428623501202,Max
0,G,30,10,7_G_8,0.9736989345404587,0.9757034520854626,Min
1,G,30,10,7_G_32,0.9775280912571702,0.9757034520854626,Max
0,T,30,10,7_T_8,0.9655937812621856,0.9734648637264244,Min
1,T,30,10,7_T_32,0.9775280912571702,0.9734648637264244,Max
2,AD,30,10,7_AD_64,0.9560439621980402,0.9649258919477132,Min
0,AD,30,10,7_AD_8,0.9720670459519082,0.9649258919477132,Max
