,Unnamed: 0,phase,letter,model_group,datastream_scheme,location_scheme,ds_combo,l_combo,input_days,output_days,loss,mse,binary_accuracy,precision,recall,true_positives,true_negatives,false_positives,false_negatives,dataset_size,training_time,experiment_name,dataset_name,epochs,inputs,outputs,f1,network,Max_or_Min
1,1,16,A,0,0,0,0,0,300,10,0.012351909652352331,0.012351910583674908,0.9831932783126832,0.0,0.0,0.0,47970.0,0.0,820.0,24392,106.9194598197937,16_A_32,16_A_0_0_0_0_0_300_10,19,13,1,0.0,Network 1,Min
2,2,16,A,0,0,0,0,0,300,10,0.009062930010259151,0.009062929078936577,0.9922115206718444,0.6833333373069763,1.0,820.0,47590.0,380.0,0.0,24392,173.04587936401367,16_A_64,16_A_0_0_0_0_0_300_10,20,13,1,0.8118811909234613,Network 1,Max
0,0,16,G,0,0,0,0,0,300,10,0.03760204836726189,0.03760206326842308,0.9831932783126832,0.0,0.0,0.0,47970.0,0.0,820.0,24392,72.17376685142517,16_G_8,16_G_0_0_0_0_0_300_10,16,10,1,0.0,Network 2,Min
2,2,16,G,0,0,0,0,0,300,10,0.02671358920633793,0.02671358361840248,0.9831932783126832,0.0,0.0,0.0,47970.0,0.0,820.0,24392,146.70253038406372,16_G_64,16_G_0_0_0_0_0_300_10,17,10,1,0.0,Network 2,Min
1,1,16,G,0,0,0,0,0,300,10,0.009268847294151785,0.009268847294151785,0.9933592677116394,0.9714828729629515,0.6231707334518433,511.0,47955.0,15.0,309.0,24392,162.0888955593109,16_G_32,16_G_0_0_0_0_0_300_10,29,10,1,0.7592867718040982,Network 2,Max
1,1,16,T,0,0,0,0,0,300,10,0.02599693089723587,0.025996923446655273,0.9823734164237976,0.0,0.0,0.0,47930.0,40.0,820.0,24392,84.42138600349426,16_T_32,16_T_0_0_0_0_0_300_10,15,10,1,0.0,Network 3,Min
2,2,16,T,0,0,0,0,0,300,10,0.039843503385782235,0.03984350711107254,0.9831932783126832,0.0,0.0,0.0,47970.0,0.0,820.0,24392,111.8926420211792,16_T_64,16_T_0_0_0_0_0_300_10,13,10,1,0.0,Network 3,Min
0,0,16,T,0,0,0,0,0,300,10,0.020394347608089447,0.02039435319602489,0.9829268455505372,0.4832041263580322,0.22804878652095795,187.0,47770.0,200.0,633.0,24392,91.35237073898315,16_T_8,16_T_0_0_0_0_0_300_10,20,10,1,0.30985915885202675,Network 3,Max
1,1,16,AD,0,0,0,0,0,300,10,0.035058241337537766,0.03505823016166687,0.9831932783126832,0.0,0.0,0.0,47970.0,0.0,820.0,24392,100.99161219596864,16_AD_32,16_AD_0_0_0_0_0_300_10,18,10,1,0.0,Network 4,Min
2,2,16,AD,0,0,0,0,0,300,10,0.009488425217568873,0.0094884242862463,0.9977454543113708,0.8817204236984253,1.0,820.0,47860.0,110.0,0.0,24392,299.8630692958832,16_AD_64,16_AD_0_0_0_0_0_300_10,35,10,1,0.9371428535227871,Network 4,Max
