,phase,letter,model_group,datastream_scheme,location_scheme,ds_combo,l_combo,input_days,output_days,loss,mse,mape,mae,dataset_size,training_time,experiment_name,dataset_name,epochs,inputs,outputs,network,Max_or_Min
6,24.0,C,0.0,1.0,0.0,3.0,0.0,300.0,10.0,0.0007697475375607611,0.0007697476539760827,46112.42578125,0.0210052952170372,7885.0,166.45077466964722,24_C_8,24_C_0_1_0_3_0_300_10,119.0,27.0,8.0,Network 1,Min
3,24.0,C,0.0,1.0,0.0,2.0,0.0,300.0,10.0,0.008207770995795727,0.008207770064473152,12325.2900390625,0.028206361457705494,7885.0,37.33091664314271,24_C_8,24_C_0_1_0_2_0_300_10,26.0,24.0,5.0,Network 1,Max
2,24.0,F,0.0,1.0,0.0,1.0,0.0,300.0,10.0,0.00017753613064996898,0.00017753611609805375,50370.7421875,0.006927934940904379,7885.0,143.26220655441284,24_F_64,24_F_0_1_0_1_0_300_10,51.0,4.0,5.0,Network 2,Min
3,24.0,F,0.0,1.0,0.0,2.0,0.0,300.0,10.0,0.0013268775073811412,0.001326877623796463,12577.140625,0.017161352559924126,7885.0,23.04889488220215,24_F_8,24_F_0_1_0_2_0_300_10,17.0,4.0,5.0,Network 2,Max
