,letter,mean base 8,mean base 32,mean base 64
0,C,0.0035569124156609178,0.0027188131546912095,0.0010120499646291137
1,F,0.0006269974207195143,0.0005981389452548077,0.0006023585398603851
2,A,0.0013391156680881975,0.0008543779840692878,0.00051974126836285
3,G,0.0007057070033624767,0.0006331404438242316,0.0008065862348303199
4,AD,0.0007528392598032951,0.0003606740792747587,0.00039125743205659086
