,phase,letter,model_group,datastream_scheme,location_scheme,ds_combo,l_combo,input_days,output_days,loss,mse,mape,mae,dataset_size,training_time,experiment_name,dataset_name,epochs,inputs,outputs,network,Max_or_Min
2,24.0,A,0.0,0.0,0.0,0.0,0.0,300.0,10.0,0.00051974126836285,0.00051974126836285,47997.984375,0.015956791117787358,7885.0,351.32014560699463,24_A_64,24_A_0_0_0_0_0_300_10,122.0,37.0,18.0,Network 1,Min
0,24.0,A,0.0,0.0,0.0,0.0,0.0,300.0,10.0,0.0013391155516728759,0.0013391156680881975,56301.68359375,0.02334805391728878,7885.0,137.66529583930972,24_A_8,24_A_0_0_0_0_0_300_10,95.0,37.0,18.0,Network 1,Max
1,24.0,G,0.0,0.0,0.0,0.0,0.0,300.0,10.0,0.0006331404438242316,0.0006331404438242316,42364.4453125,0.014384849928319452,7885.0,110.54150319099426,24_G_32,24_G_0_0_0_0_0_300_10,63.0,14.0,18.0,Network 2,Min
2,24.0,G,0.0,0.0,0.0,0.0,0.0,300.0,10.0,0.0008065862348303199,0.0008065862348303199,91285.421875,0.01836753822863102,7885.0,232.63717436790463,24_G_64,24_G_0_0_0_0_0_300_10,82.0,14.0,18.0,Network 2,Max
1,24.0,AD,0.0,0.0,0.0,0.0,0.0,300.0,10.0,0.0003606741374824196,0.0003606740792747587,37100.46484375,0.01058564893901348,7885.0,169.91504454612732,24_AD_32,24_AD_0_0_0_0_0_300_10,98.0,13.0,18.0,Network 4,Min
0,24.0,AD,0.0,0.0,0.0,0.0,0.0,300.0,10.0,0.0007528391433879732,0.0007528392598032951,77573.140625,0.015406135469675062,7885.0,163.07933616638184,24_AD_8,24_AD_0_0_0_0_0_300_10,120.0,13.0,18.0,Network 4,Max
