,letter,mean base 8,mean base 32,mean base 64
0,C,0.21872015713129,0.2977412763968083,0.088273032821165
1,F,0.3145809398136626,0.32015065578143603,0.318904926292381
2,A,0.8546169005016115,0.7327971208413346,0.9413067697051096
3,G,0.5323063675047364,0.4951837232595319,0.6393442694703455
4,T,0.4354304644791753,0.6143628140718532,0.8448844980210094
5,AD,0.9415584315217088,0.9420682133047288,0.8901472247752957
