,phase,letter,model_group,datastream_scheme,location_scheme,ds_combo,l_combo,input_days,output_days,loss,mse,mape,mae,dataset_size,training_time,experiment_name,dataset_name,epochs,inputs,outputs,network,Max_or_Min
1,10,A,0,0,0,0,0,300,10,0.00033578634611330926,0.0003357863752171397,32584.400390625,0.012366902083158493,24392,602.6615309715271,10_A_32,10_A_0_0_0_0_0_300_10,111,37,18,Network 1,Min
0,10,A,0,0,0,0,0,300,10,0.0008112320792861282,0.0008112320210784674,48317.53515625,0.01998872309923172,24392,258.6688899993896,10_A_8,10_A_0_0_0_0_0_300_10,60,37,18,Network 1,Max
1,10,G,0,0,0,0,0,300,10,0.0003751311742234975,0.0003751313197426498,44494.9296875,0.010722957551479341,24392,341.92821884155273,10_G_32,10_G_0_0_0_0_0_300_10,65,14,18,Network 2,Min
0,10,G,0,0,0,0,0,300,10,0.0005773329758085309,0.0005773328011855482,55550.8984375,0.015379153192043303,24392,307.42851376533514,10_G_8,10_G_0_0_0_0_0_300_10,75,14,18,Network 2,Max
2,10,T,0,0,0,0,0,300,10,0.00035179578117094934,0.0003517957520671189,48290.58203125,0.010005353949964045,24392,469.6285536289215,10_T_64,10_T_0_0_0_0_0_300_10,54,14,18,Network 3,Min
0,10,T,0,0,0,0,0,300,10,0.00058707658899948,0.0005870765307918191,58416.734375,0.015459479764103891,24392,241.26759934425357,10_T_8,10_T_0_0_0_0_0_300_10,59,14,18,Network 3,Max
2,10,AD,0,0,0,0,0,300,10,0.0002490804472472519,0.00024908053455874324,34158.8984375,0.00918634608387947,24392,442.5746567249298,10_AD_64,10_AD_0_0_0_0_0_300_10,51,13,18,Network 4,Min
0,10,AD,0,0,0,0,0,300,10,0.0006071847747080027,0.0006071848329156637,46602.46484375,0.01580050028860569,24392,164.69423055648804,10_AD_8,10_AD_0_0_0_0_0_300_10,40,13,18,Network 4,Max
