,phase,letter,model_group,datastream_scheme,location_scheme,ds_combo,l_combo,input_days,output_days,loss,mse,mape,mae,dataset_size,training_time,experiment_name,dataset_name,epochs,inputs,outputs,network,Max_or_Min
3,10.0,C,0.0,1.0,0.0,2.0,0.0,300.0,10.0,0.0004972509923391044,0.0004972510505467653,2.4120261669158936,0.01310508605092764,24392.0,221.56771636009216,10_C_8,10_C_0_1_0_2_0_300_10,52.0,24.0,5.0,Network 1,Min
2,10.0,C,0.0,1.0,0.0,1.0,0.0,300.0,10.0,0.0014730403199791908,0.0014730405528098345,21492.73828125,0.031409602612257004,24392.0,140.52100586891174,10_C_64,10_C_0_1_0_1_0_300_10,16.0,24.0,5.0,Network 1,Max
2,10.0,F,0.0,1.0,0.0,1.0,0.0,300.0,10.0,8.740508928894998e-05,8.740507473703474e-05,128730.3203125,0.003823961364105344,24392.0,240.08193707466125,10_F_64,10_F_0_1_0_1_0_300_10,28.0,4.0,5.0,Network 2,Min
5,10.0,F,0.0,1.0,0.0,2.0,0.0,300.0,10.0,0.0008146170875988902,0.0008146170293912293,2.888580322265625,0.014575710520148276,24392.0,120.30083203315736,10_F_64,10_F_0_1_0_2_0_300_10,14.0,4.0,5.0,Network 2,Max
