,letter,input_days,output_days,experiment_name,weighted_metric,mean_metric,min_or_max
0,C,300,10,10_C_8,0.0007218246852668624,0.0008821590820810311,Min
1,C,300,10,10_C_32,0.000979998811898339,0.0008821590820810311,Max
2,F,300,10,10_F_64,0.0003802628901515466,0.0003938342472085625,Min
0,F,300,10,10_F_8,0.000417207150247931,0.0003938342472085625,Max
1,A,300,10,10_A_32,0.0003357863752171397,0.0005868790710034469,Min
0,A,300,10,10_A_8,0.0008112320210784674,0.0005868790710034469,Max
1,G,300,10,10_G_32,0.0003751313197426498,0.0004529979293389866,Min
0,G,300,10,10_G_8,0.0005773328011855482,0.0004529979293389866,Max
2,T,300,10,10_T_64,0.0003517957520671189,0.0004343954205978662,Min
0,T,300,10,10_T_8,0.0005870765307918191,0.0004343954205978662,Max
2,AD,300,10,10_AD_64,0.00024908053455874324,0.00038218752403433126,Min
0,AD,300,10,10_AD_8,0.0006071848329156637,0.00038218752403433126,Max
