,letter,input_days,output_days,experiment_name,weighted_metric,mean_metric,min_or_max
0,C,300,10,28_C_8,0.6717339115892447,0.7246976175250519,Min
2,C,300,10,28_C_64,0.7651130529951838,0.7246976175250519,Max
0,F,300,10,28_F_8,0.6714434411302351,0.7155238743109105,Min
1,F,300,10,28_F_32,0.7500559103394671,0.7155238743109105,Max
0,A,300,10,28_A_8,0.6714434411302352,0.7042293952906006,Min
1,A,300,10,28_A_32,0.7482986858856507,0.7042293952906006,Max
0,G,300,10,28_G_8,0.6714434411302352,0.6933147760113986,Min
2,G,300,10,28_G_64,0.7312052755097638,0.6933147760113986,Max
0,T,300,10,28_T_8,0.6714434411302352,0.7286831735164703,Min
2,T,300,10,28_T_64,0.7642206220473066,0.7286831735164703,Max
0,AD,300,10,28_AD_8,0.6714434411302352,0.747237992111412,Min
1,AD,300,10,28_AD_32,0.806049913156694,0.747237992111412,Max
