,letter,input_days,output_days,experiment_name,weighted_metric,mean_metric,min_or_max
0,C,30,10,22_C_8,0.8869282763980847,0.8869282763980847,Min
1,C,30,10,22_C_32,0.8869282763980847,0.8869282763980847,Min
2,C,30,10,22_C_64,0.8869282763980847,0.8869282763980847,Min
0,C,30,10,22_C_8,0.8869282763980847,0.8869282763980847,Max
1,C,30,10,22_C_32,0.8869282763980847,0.8869282763980847,Max
2,C,30,10,22_C_64,0.8869282763980847,0.8869282763980847,Max
0,F,30,10,22_F_8,0.8869282763980847,0.8869282763980847,Min
1,F,30,10,22_F_32,0.8869282763980847,0.8869282763980847,Min
2,F,30,10,22_F_64,0.8869282763980847,0.8869282763980847,Min
0,F,30,10,22_F_8,0.8869282763980847,0.8869282763980847,Max
1,F,30,10,22_F_32,0.8869282763980847,0.8869282763980847,Max
2,F,30,10,22_F_64,0.8869282763980847,0.8869282763980847,Max
0,A,30,10,22_A_8,0.8869282763980847,0.8869282763980847,Min
1,A,30,10,22_A_32,0.8869282763980847,0.8869282763980847,Min
2,A,30,10,22_A_64,0.8869282763980847,0.8869282763980847,Min
0,A,30,10,22_A_8,0.8869282763980847,0.8869282763980847,Max
1,A,30,10,22_A_32,0.8869282763980847,0.8869282763980847,Max
2,A,30,10,22_A_64,0.8869282763980847,0.8869282763980847,Max
0,G,30,10,22_G_8,0.8869282763980847,0.8869282763980847,Min
1,G,30,10,22_G_32,0.8869282763980847,0.8869282763980847,Min
2,G,30,10,22_G_64,0.8869282763980847,0.8869282763980847,Min
0,G,30,10,22_G_8,0.8869282763980847,0.8869282763980847,Max
1,G,30,10,22_G_32,0.8869282763980847,0.8869282763980847,Max
2,G,30,10,22_G_64,0.8869282763980847,0.8869282763980847,Max
0,T,30,10,22_T_8,0.8869282763980847,0.8869282763980847,Min
1,T,30,10,22_T_32,0.8869282763980847,0.8869282763980847,Min
2,T,30,10,22_T_64,0.8869282763980847,0.8869282763980847,Min
0,T,30,10,22_T_8,0.8869282763980847,0.8869282763980847,Max
1,T,30,10,22_T_32,0.8869282763980847,0.8869282763980847,Max
2,T,30,10,22_T_64,0.8869282763980847,0.8869282763980847,Max
0,AD,30,10,22_AD_8,0.8782587208002268,0.884038424532132,Min
1,AD,30,10,22_AD_32,0.8869282763980847,0.884038424532132,Max
2,AD,30,10,22_AD_64,0.8869282763980847,0.884038424532132,Max
