,Slate,Model Letter,Network,Separation_Scheme,Mean Metric,Best Metric,Best Input Days,Best Output Days,Best Base
0,3,A,1,4,0.18218349925610955,0.3437005271478865,30,10,8
1,3,C,1,2,0.2710792952208864,0.3857011525891469,30,10,32
2,3,F,2,2,0.39553707492541984,0.44896597141131395,30,10,8
3,3,G,2,4,0.3350508163717937,0.4374914394553813,30,10,8
4,3,T,3,4,0.24641820275791665,0.3220066718813805,30,10,64
5,3,AD,4,4,0.16471138234233929,0.20433437021370854,30,10,8
