,Unnamed: 0,phase,letter,model_group,datastream_scheme,location_scheme,ds_combo,l_combo,input_days,output_days,loss,mse,binary_accuracy,precision,recall,true_positives,true_negatives,false_positives,false_negatives,dataset_size,training_time,experiment_name,dataset_name,epochs,inputs,outputs,f1,network,Max_or_Min
2,2,3,A,0,0,0,0,0,30,10,0.3918780982494354,0.391878217458725,0.2802102267742157,0.13323308527469635,0.02883176133036613,886.0,12976.0,5764.0,29844.0,24734,44.58077526092529,3_A_64,3_A_0_0_0_0_0_30_10,12,18,1,0.04740503071970168,Network 1,Min
0,0,3,A,0,0,0,0,0,30,10,0.41754594445228577,0.4175460338592529,0.33678996562957764,0.4573048055171967,0.3623169660568237,11134.0,5527.0,13213.0,19596.0,24734,54.34927320480347,3_A_8,3_A_0_0_0_0_0_30_10,15,18,1,0.4043067069338654,Network 1,Max
1,1,3,G,0,0,0,0,0,30,10,0.40475180745124817,0.4047517776489258,0.33555689454078674,0.4176162481307984,0.17650504410266876,5424.0,11176.0,7564.0,25306.0,24734,43.89695358276367,3_G_32,3_G_0_0_0_0_0_30_10,12,14,1,0.2481357771818481,Network 2,Min
2,2,3,G,0,0,0,0,0,30,10,0.3632974028587341,0.3632974624633789,0.3971093595027924,0.5227490067481995,0.3383664190769196,10398.0,9247.0,9493.0,20332.0,24734,44.646318674087524,3_G_64,3_G_0_0_0_0_0_30_10,12,14,1,0.4108176539049176,Network 2,Max
0,0,3,T,0,0,0,0,0,30,10,0.25910574197769165,0.25910574197769165,0.4418233335018158,0.9905571341514589,0.10240807384252547,3147.0,18710.0,30.0,27583.0,24734,39.91061401367188,3_T_8,3_T_0_0_0_0_0_30_10,11,14,1,0.18562539300881634,Network 3,Min
1,1,3,T,0,0,0,0,0,30,10,0.3600163757801056,0.36001625657081604,0.3766120970249176,0.4979861676692962,0.4385616779327393,13477.0,5154.0,13586.0,17253.0,24734,40.784365653991706,3_T_32,3_T_0_0_0_0_0_30_10,11,14,1,0.4663886640835733,Network 3,Max
0,0,3,AD,0,0,0,0,0,30,10,0.3507487773895264,0.35074856877326965,0.2101677805185318,0.2856041491031647,0.18083305656909945,5557.0,4840.0,13900.0,25173.0,24734,39.95151329040527,3_AD_8,3_AD_0_0_0_0_0_30_10,11,13,1,0.22145176509538966,Network 4,Min
2,2,3,AD,0,0,0,0,0,30,10,0.2816391587257385,0.2816391885280609,0.5556902885437012,0.6095667481422424,0.7920598983764648,24340.0,3150.0,15590.0,6390.0,24734,40.62301516532897,3_AD_64,3_AD_0_0_0_0_0_30_10,11,13,1,0.6889329305866227,Network 4,Max
