,Unnamed: 0,phase,letter,model_group,datastream_scheme,location_scheme,ds_combo,l_combo,input_days,output_days,loss,mse,binary_accuracy,precision,recall,true_positives,true_negatives,false_positives,false_negatives,dataset_size,training_time,experiment_name,dataset_name,epochs,inputs,outputs,f1,network,Max_or_Min
4,4.0,3.0,C,0.0,1.0,0.0,2.0,0.0,30.0,10.0,0.2545037269592285,0.2545038163661957,0.3785122334957123,0.4444444477558136,0.001952489372342825,60.0,18665.0,75.0,30670.0,24734.0,99.22392582893372,3_C_32,3_C_0_1_0_2_0_30_10,27.0,5.0,1.0,0.003887898812311395,Network 1,Min
3,3.0,3.0,C,0.0,1.0,0.0,2.0,0.0,30.0,10.0,0.24949151277542114,0.24949148297309875,0.5842530727386475,0.6355319619178772,0.7753986120223999,23828.0,5075.0,13665.0,6902.0,24734.0,47.88814949989319,3_C_8,3_C_0_1_0_2_0_30_10,13.0,5.0,1.0,0.6985327418212909,Network 1,Max
8,8.0,3.0,F,0.0,1.0,0.0,3.0,0.0,30.0,10.0,0.2646840810775757,0.2646841108798981,0.3901354372501373,0.7295082211494446,0.02896192669868469,890.0,18410.0,330.0,29840.0,24734.0,44.044527769088745,3_F_64,3_F_0_1_0_3_0_30_10,12.0,6.0,1.0,0.05571205059806411,Network 2,Min
3,3.0,3.0,F,0.0,1.0,0.0,2.0,0.0,30.0,10.0,0.2494964748620987,0.2494964599609375,0.6026884913444519,0.6307216286659241,0.8694435358047485,26718.0,3097.0,15643.0,4012.0,24734.0,46.91469693183899,3_F_8,3_F_0_1_0_2_0_30_10,13.0,4.0,1.0,0.731088624004042,Network 2,Max
