,letter,mean base 8,mean base 32,mean base 64
0,C,0.1406919277687155,0.47802198109902,0.460317454190301
1,F,0.488764045628585,0.45218294953545707,0.0
2,A,0.266094418958379,0.0,0.9216101605036341
3,G,0.9057421491475616,0.7990401926866727,0.9570957046472388
4,T,0.16345270599914805,0.3914968968176582,0.9196617168702724
5,AD,0.038961038578108,0.0,0.0
