,Slate,Model Letter,Network,Separation_Scheme,Mean Metric,Best Metric,Best Input Days,Best Output Days,Best Base
0,18,G,2,4,0.1208651403605462,0.3625954210816386,300,10,32
1,18,T,3,4,0.9530861844224976,0.9704141953734348,300,10,32
