,Slate,Model Letter,Network,Separation_Scheme,Mean Metric,Best Metric,Best Input Days,Best Output Days,Best Base
0,11,A,1,4,0.3565049551344812,0.5674740496454043,300,10,8
1,11,C,1,2,0.18699871011399707,0.3203309670561177,300,10,32
2,11,F,2,2,0.3227194488278254,0.32530120961833503,300,10,8
3,11,G,2,4,0.6156276795289388,0.9837251281579372,300,10,8
4,11,T,3,4,0.6339039613103788,0.9704141953734348,300,10,32
5,11,AD,4,4,0.5863366406636902,0.9836660750890244,300,10,8
