,letter,input_days,output_days,experiment_name,weighted_metric,mean_metric,min_or_max
2,C,300,10,25_C_64,0.0,0.2106645976118836,Min
0,C,300,10,25_C_8,0.3966996706512143,0.2106645976118836,Max
0,F,300,10,25_F_8,0.0,0.10666666694217257,Min
2,F,300,10,25_F_64,0.0,0.10666666694217257,Min
1,F,300,10,25_F_32,0.3200000008265177,0.10666666694217257,Max
0,A,300,10,25_A_8,0.0,0.0,Min
1,A,300,10,25_A_32,0.0,0.0,Min
2,A,300,10,25_A_64,0.0,0.0,Min
0,A,300,10,25_A_8,0.0,0.0,Max
1,A,300,10,25_A_32,0.0,0.0,Max
2,A,300,10,25_A_64,0.0,0.0,Max
0,G,300,10,25_G_8,0.0,0.0,Min
1,G,300,10,25_G_32,0.0,0.0,Min
2,G,300,10,25_G_64,0.0,0.0,Min
0,G,300,10,25_G_8,0.0,0.0,Max
1,G,300,10,25_G_32,0.0,0.0,Max
2,G,300,10,25_G_64,0.0,0.0,Max
1,T,300,10,25_T_32,0.0,0.2533608058397821,Min
0,T,300,10,25_T_8,0.4810126536436101,0.2533608058397821,Max
0,AD,300,10,25_AD_8,0.0,0.0,Min
1,AD,300,10,25_AD_32,0.0,0.0,Min
2,AD,300,10,25_AD_64,0.0,0.0,Min
0,AD,300,10,25_AD_8,0.0,0.0,Max
1,AD,300,10,25_AD_32,0.0,0.0,Max
2,AD,300,10,25_AD_64,0.0,0.0,Max
