,phase,letter,model_group,datastream_scheme,location_scheme,ds_combo,l_combo,input_days,output_days,loss,mse,mape,mae,dataset_size,training_time,experiment_name,dataset_name,epochs,inputs,outputs,network,Max_or_Min
1,19.0,A,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0005169802461750804,0.0005169802461750804,73466.2578125,0.014914172701537609,8227.0,129.75588726997378,19_A_32,19_A_0_0_0_0_0_30_10,123.0,37.0,18.0,Network 1,Min
0,19.0,A,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0010340176522731779,0.0010340176522731779,75382.9765625,0.02068478614091873,8227.0,109.97869873046876,19_A_8,19_A_0_0_0_0_0_30_10,109.0,37.0,18.0,Network 1,Max
1,19.0,G,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0004262273432686925,0.0004262272559572011,30677.7421875,0.012355412356555462,8227.0,110.74907398223877,19_G_32,19_G_0_0_0_0_0_30_10,104.0,14.0,18.0,Network 2,Min
0,19.0,G,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0006976093864068389,0.0006976092699915171,72326.65625,0.015779443085193634,8227.0,119.8197193145752,19_G_8,19_G_0_0_0_0_0_30_10,116.0,14.0,18.0,Network 2,Max
2,19.0,AD,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0005412150057964027,0.0005412149475887418,17553.923828125,0.013782775029540062,8227.0,56.7658519744873,19_AD_64,19_AD_0_0_0_0_0_30_10,52.0,13.0,18.0,Network 4,Min
1,19.0,AD,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0007839343161322175,0.0007839343161322175,59619.26171875,0.017262101173400882,8227.0,77.5302243232727,19_AD_32,19_AD_0_0_0_0_0_30_10,73.0,13.0,18.0,Network 4,Max
