,phase,letter,model_group,datastream_scheme,location_scheme,ds_combo,l_combo,input_days,output_days,loss,mse,mape,mae,dataset_size,training_time,experiment_name,dataset_name,epochs,inputs,outputs,network,Max_or_Min
4,19.0,C,0.0,1.0,0.0,2.0,0.0,30.0,10.0,0.0005487867165356874,0.0005487867165356874,12034.5849609375,0.014052866958081722,8227.0,88.29831433296205,19_C_32,19_C_0_1_0_2_0_30_10,83.0,24.0,5.0,Network 1,Min
0,19.0,C,0.0,1.0,0.0,1.0,0.0,30.0,10.0,0.0030996229033917193,0.003099622437730432,1937.2322998046875,0.03972163051366806,8227.0,25.454871892929077,19_C_8,19_C_0_1_0_1_0_30_10,24.0,24.0,5.0,Network 1,Max
0,19.0,F,0.0,1.0,0.0,1.0,0.0,30.0,10.0,0.0002612965472508222,0.00026129648904316133,33321.88671875,0.009660887531936169,8227.0,37.46134042739868,19_F_8,19_F_0_1_0_1_0_30_10,37.0,4.0,5.0,Network 2,Min
5,19.0,F,0.0,1.0,0.0,2.0,0.0,30.0,10.0,0.0005222299951128662,0.0005222300533205272,11980.484375,0.01349448412656784,8227.0,39.14204072952271,19_F_64,19_F_0_1_0_2_0_30_10,36.0,4.0,5.0,Network 2,Max
