,letter,mean base 8,mean base 32,mean base 64
0,C,0.0018709698148692648,0.0008451244017730156,0.0008169008263697227
1,F,0.0004056656131676088,0.00038452310642848414,0.0004140894355562826
2,A,0.0010340176522731779,0.0005169802461750804,0.0007153674378059803
3,G,0.0006976092699915171,0.0004262272559572011,0.0004647556343115866
4,AD,0.0007001514313742517,0.0007839343161322175,0.0005412149475887418
