,Unnamed: 0,phase,letter,model_group,datastream_scheme,location_scheme,ds_combo,l_combo,input_days,output_days,loss,mse,binary_accuracy,precision,recall,true_positives,true_negatives,false_positives,false_negatives,dataset_size,training_time,experiment_name,dataset_name,epochs,inputs,outputs,f1,network,Max_or_Min
0,0.0,11.0,C,0.0,1.0,0.0,1.0,0.0,300.0,10.0,0.03945781663060188,0.03945782780647278,0.9807337522506714,0.0,0.0,0.0,47850.0,120.0,820.0,24392.0,184.51400566101074,11_C_8,11_C_0_1_0_1_0_300_10,41.0,5.0,1.0,0.0,Network 1,Min
1,1.0,11.0,C,0.0,1.0,0.0,1.0,0.0,300.0,10.0,0.0387360043823719,0.038736019283533096,0.9831932783126832,0.0,0.0,0.0,47970.0,0.0,820.0,24392.0,173.89893984794617,11_C_32,11_C_0_1_0_1_0_300_10,32.0,5.0,1.0,0.0,Network 1,Min
2,2.0,11.0,C,0.0,1.0,0.0,1.0,0.0,300.0,10.0,0.04200005531311035,0.04200003296136856,0.9831932783126832,0.0,0.0,0.0,47970.0,0.0,820.0,24392.0,164.0023522377014,11_C_64,11_C_0_1_0_1_0_300_10,19.0,5.0,1.0,0.0,Network 1,Min
3,3.0,11.0,C,0.0,1.0,0.0,2.0,0.0,300.0,10.0,0.04345953091979027,0.04345953837037087,0.9831932783126832,0.0,0.0,0.0,47970.0,0.0,820.0,24392.0,59.021315336227424,11_C_8,11_C_0_1_0_2_0_300_10,13.0,5.0,1.0,0.0,Network 1,Min
4,4.0,11.0,C,0.0,1.0,0.0,2.0,0.0,300.0,10.0,0.043287817388772964,0.04328782483935356,0.9831932783126832,0.0,0.0,0.0,47970.0,0.0,820.0,24392.0,147.03006744384766,11_C_32,11_C_0_1_0_2_0_300_10,27.0,5.0,1.0,0.0,Network 1,Min
5,5.0,11.0,C,0.0,1.0,0.0,2.0,0.0,300.0,10.0,0.04341796040534973,0.04341799393296242,0.9831932783126832,0.0,0.0,0.0,47970.0,0.0,820.0,24392.0,94.96369814872742,11_C_64,11_C_0_1_0_2_0_300_10,11.0,5.0,1.0,0.0,Network 1,Min
8,8.0,11.0,C,0.0,1.0,0.0,3.0,0.0,300.0,10.0,0.03821074217557907,0.038210738450288766,0.9831932783126832,0.0,0.0,0.0,47970.0,0.0,820.0,24392.0,103.6167058944702,11_C_64,11_C_0_1_0_3_0_300_10,12.0,8.0,1.0,0.0,Network 1,Min
7,7.0,11.0,C,0.0,1.0,0.0,3.0,0.0,300.0,10.0,0.00908751506358385,0.009087513200938702,0.9986472725868224,0.9323394298553468,0.9914634227752686,813.0,47911.0,59.0,7.0,24392.0,88.13803315162659,11_C_32,11_C_0_1_0_3_0_300_10,16.0,8.0,1.0,0.9609929011683532,Network 1,Max
0,0.0,11.0,F,0.0,1.0,0.0,1.0,0.0,300.0,10.0,0.05787478387355805,0.05787479504942894,0.9448657631874084,0.0,0.0,0.0,46100.0,1870.0,820.0,24392.0,113.6061806678772,11_F_8,11_F_0_1_0_1_0_300_10,25.0,4.0,1.0,0.0,Network 2,Min
1,1.0,11.0,F,0.0,1.0,0.0,1.0,0.0,300.0,10.0,0.03764303401112557,0.03764303773641586,0.9831932783126832,0.0,0.0,0.0,47970.0,0.0,820.0,24392.0,59.74625587463379,11_F_32,11_F_0_1_0_1_0_300_10,11.0,4.0,1.0,0.0,Network 2,Min
2,2.0,11.0,F,0.0,1.0,0.0,1.0,0.0,300.0,10.0,0.04565596953034401,0.04565594717860222,0.9831932783126832,0.0,0.0,0.0,47970.0,0.0,820.0,24392.0,275.72205638885504,11_F_64,11_F_0_1_0_1_0_300_10,32.0,4.0,1.0,0.0,Network 2,Min
3,3.0,11.0,F,0.0,1.0,0.0,2.0,0.0,300.0,10.0,0.04202140122652054,0.04202141612768173,0.9831932783126832,0.0,0.0,0.0,47970.0,0.0,820.0,24392.0,84.56526112556458,11_F_8,11_F_0_1_0_2_0_300_10,19.0,4.0,1.0,0.0,Network 2,Min
4,4.0,11.0,F,0.0,1.0,0.0,2.0,0.0,300.0,10.0,0.04094206914305687,0.04094212502241135,0.9831932783126832,0.0,0.0,0.0,47970.0,0.0,820.0,24392.0,65.66440629959106,11_F_32,11_F_0_1_0_2_0_300_10,12.0,4.0,1.0,0.0,Network 2,Min
5,5.0,11.0,F,0.0,1.0,0.0,2.0,0.0,300.0,10.0,0.03853461146354675,0.03853461146354675,0.9831932783126832,0.0,0.0,0.0,47970.0,0.0,820.0,24392.0,103.88470602035522,11_F_64,11_F_0_1_0_2_0_300_10,12.0,4.0,1.0,0.0,Network 2,Min
6,6.0,11.0,F,0.0,1.0,0.0,3.0,0.0,300.0,10.0,0.0031986129470169553,0.003198611317202449,0.9991801381111144,0.9642857313156128,0.9878048896789552,810.0,47940.0,30.0,10.0,24392.0,134.9509353637695,11_F_8,11_F_0_1_0_3_0_300_10,30.0,6.0,1.0,0.975903628855005,Network 2,Max
