,phase,letter,model_group,datastream_scheme,location_scheme,ds_combo,l_combo,input_days,output_days,loss,mse,mape,mae,dataset_size,training_time,experiment_name,dataset_name,epochs,inputs,outputs,network,Max_or_Min
0,6.0,C,0.0,1.0,0.0,2.0,0.0,30.0,10.0,0.0004473795415833592,0.00044737957068718964,2.3975749015808105,0.013063710182905195,24734.0,289.7673306465149,6_C_8,6_C_0_1_0_2_0_30_10,94.0,24.0,5.0,Network 1,Min
3,6.0,C,0.0,1.0,0.0,3.0,0.0,30.0,10.0,0.0008317752508446574,0.0008317752508446574,3124.69482421875,0.02232094667851925,24734.0,210.95325303077698,6_C_8,6_C_0_1_0_3_0_30_10,68.0,27.0,8.0,Network 1,Max
2,6.0,F,0.0,1.0,0.0,2.0,0.0,30.0,10.0,0.0003836160176433623,0.00038361604674719285,2.198720693588257,0.011983297765254973,24734.0,197.0331356525421,6_F_64,6_F_0_1_0_2_0_30_10,63.0,4.0,5.0,Network 2,Min
4,6.0,F,0.0,1.0,0.0,3.0,0.0,30.0,10.0,0.0006794779328629375,0.0006794779910705984,9269.16015625,0.018729384988546368,24734.0,93.19915390014648,6_F_32,6_F_0_1_0_3_0_30_10,30.0,6.0,8.0,Network 2,Max
