,letter,input_days,output_days,experiment_name,weighted_metric,mean_metric,min_or_max
1,C,30,10,6_C_32,0.0006161304459405632,0.0006758060510783718,Min
2,C,30,10,6_C_64,0.0007273569488181517,0.0006758060510783718,Max
0,F,30,10,6_F_8,0.0005129186185793236,0.0005366416074908697,Min
1,F,30,10,6_F_32,0.0005665016562068978,0.0005366416074908697,Max
1,A,30,10,6_A_32,0.00031688730814494187,0.0004728458006866276,Min
0,A,30,10,6_A_8,0.000708366627804935,0.0004728458006866276,Max
2,G,30,10,6_G_64,0.0005560304271057248,0.0005841055729736885,Min
1,G,30,10,6_G_32,0.0006200977950356903,0.0005841055729736885,Max
2,T,30,10,6_T_64,0.0005353316082619131,0.000595337439638873,Min
0,T,30,10,6_T_8,0.0006270589074119923,0.000595337439638873,Max
2,AD,30,10,6_AD_64,0.0003008078783750533,0.0003696854206888625,Min
0,AD,30,10,6_AD_8,0.0004942954401485622,0.0003696854206888625,Max
