,letter,input_days,output_days,experiment_name,weighted_metric,mean_metric,min_or_max
2,C,30,10,9_C_64,0.4317978817653733,0.4358493891335516,Min
1,C,30,10,9_C_32,0.4425142549868064,0.4358493891335516,Max
1,F,30,10,9_F_32,0.39650966886287664,0.40652829308512795,Min
0,F,30,10,9_F_8,0.4124298656823506,0.40652829308512795,Max
1,A,30,10,9_A_32,0.6184425746594303,0.6610746964042965,Min
2,A,30,10,9_A_64,0.7076244353462233,0.6610746964042965,Max
0,G,30,10,9_G_8,0.5734345336444151,0.6119436279920326,Min
1,G,30,10,9_G_32,0.6327147786344871,0.6119436279920326,Max
0,T,30,10,9_T_8,0.5905658008833069,0.6582607351297306,Min
2,T,30,10,9_T_64,0.7285178112942207,0.6582607351297306,Max
2,AD,30,10,9_AD_64,0.5606900488802157,0.6303115951654571,Min
1,AD,30,10,9_AD_32,0.6700034020744893,0.6303115951654571,Max
