,letter,mean base 8,mean base 32,mean base 64
0,C,0.0005361817699546615,0.0008582881224962572,0.0006952258991077542
1,F,0.000376816790473337,0.00033374740936172503,0.00030090424115769565
2,A,0.0008170941728167236,0.0004510895814746618,0.0006509962840937077
3,G,0.0005995850078761578,0.00036559937871061276,0.00034561875509098167
4,T,0.0006359522812999785,0.00037533728755079215,0.00035765566281043
5,AD,0.0006498649599961936,0.00036489102058112616,0.0003193249285686761
