,Slate,Model Letter,Network,Separation_Scheme,Mean Metric,Best Metric,Best Input Days,Best Output Days,Best Base
0,10,A,1,4,0.0005868790710034468,0.0003357863752171397,300,10,32
1,10,C,1,2,0.0008821590820810311,0.0007218246852668624,300,10,8
2,10,F,2,2,0.0003938342472085625,0.00038026289015154663,300,10,64
3,10,G,2,4,0.00045299792933898664,0.0003751313197426498,300,10,32
4,10,T,3,4,0.00043439542059786623,0.0003517957520671189,300,10,64
5,10,AD,4,4,0.0003821875240343313,0.00024908053455874324,300,10,64
