,phase,letter,model_group,datastream_scheme,location_scheme,ds_combo,l_combo,input_days,output_days,loss,mse,mape,mae,dataset_size,training_time,experiment_name,dataset_name,epochs,inputs,outputs,network,Max_or_Min
2,17.0,G,0.0,0.0,0.0,0.0,0.0,300.0,10.0,0.0002494865329936147,0.00024948650388978416,55661.73828125,0.008942575193941593,24392.0,397.29931378364563,17_G_64,17_G_0_0_0_0_0_300_10,46.0,14.0,18.0,Network 2,Min
0,17.0,G,0.0,0.0,0.0,0.0,0.0,300.0,10.0,0.0006689956062473358,0.0006689956644549966,31220.328125,0.017561299726366997,24392.0,151.62251257896426,17_G_8,17_G_0_0_0_0_0_300_10,37.0,14.0,18.0,Network 2,Max
0,17.0,T,0.0,0.0,0.0,0.0,0.0,300.0,10.0,0.005243305582553147,0.005243305582553147,31713.7265625,0.041141338646411896,24392.0,97.25465989112854,17_T_8,17_T_0_0_0_0_0_300_10,24.0,10.0,18.0,Network 3,Min
1,17.0,T,0.0,0.0,0.0,0.0,0.0,300.0,10.0,0.00721760978922248,0.00721760978922248,7049.2177734375,0.0454685352742672,24392.0,137.27927947044373,17_T_32,17_T_0_0_0_0_0_300_10,26.0,10.0,18.0,Network 3,Max
