,letter,input_days,output_days,experiment_name,weighted_metric,mean_metric,min_or_max
1,C,30,10,23_C_32,0.6706554864862682,0.6839015624593207,Min
2,C,30,10,23_C_64,0.696718862680321,0.6839015624593207,Max
0,F,30,10,23_F_8,0.6627845772333076,0.666716030604272,Min
2,F,30,10,23_F_64,0.6706204761165669,0.666716030604272,Max
2,A,30,10,23_A_64,0.6633584872167817,0.7014746478719406,Min
0,A,30,10,23_A_8,0.7366437737318741,0.7014746478719406,Max
2,G,30,10,23_G_64,0.6691193744667508,0.6800585928519629,Min
1,G,30,10,23_G_32,0.6890451915087834,0.6800585928519629,Max
1,T,30,10,23_T_32,0.664486511353921,0.7375680817658837,Min
0,T,30,10,23_T_8,0.7753867880796598,0.7375680817658837,Max
1,AD,30,10,23_AD_32,0.6633584872167817,0.6722347836400414,Min
2,AD,30,10,23_AD_64,0.6633584872167817,0.6722347836400414,Min
0,AD,30,10,23_AD_8,0.689987376486561,0.6722347836400414,Max
