,letter,input_days,output_days,experiment_name,weighted_metric,mean_metric,min_or_max
2,C,300,10,13_C_64,0.3792594819958846,0.38963883112942793,Min
0,C,300,10,13_C_8,0.4059053992900036,0.38963883112942793,Max
2,F,300,10,13_F_64,0.0,0.20714110264555463,Min
0,F,300,10,13_F_8,0.4269356152770238,0.20714110264555463,Max
2,A,300,10,13_A_64,0.0,0.41438548909436745,Min
1,A,300,10,13_A_32,0.6453456535191101,0.41438548909436745,Max
2,G,300,10,13_G_64,0.3004752606822745,0.5353236189696937,Min
0,G,300,10,13_G_8,0.6963823349859649,0.5353236189696937,Max
1,T,300,10,13_T_32,0.5557663936570264,0.6110626639776812,Min
0,T,300,10,13_T_8,0.6729265496176084,0.6110626639776812,Max
2,AD,300,10,13_AD_64,0.6180948519919783,0.6662391637958659,Min
0,AD,300,10,13_AD_8,0.7238386585726233,0.6662391637958659,Max
