,letter,input_days,output_days,experiment_name,weighted_metric,mean_metric,min_or_max
0,C,300,10,26_C_8,0.17934887142576306,0.2844120299935464,Min
2,C,300,10,26_C_64,0.35155651515441905,0.2844120299935464,Max
1,F,300,10,26_F_32,0.3636352575970105,0.4109536285028324,Min
0,F,300,10,26_F_8,0.4740431669089296,0.4109536285028324,Max
1,A,300,10,26_A_32,0.20769164473126225,0.3951103809357037,Min
2,A,300,10,26_A_64,0.7674873112957338,0.3951103809357037,Max
1,G,300,10,26_G_32,0.1723260535109096,0.4482444843479238,Min
2,G,300,10,26_G_64,0.6792661746932362,0.4482444843479238,Max
1,T,300,10,26_T_32,0.1723260535109096,0.21567062019494673,Min
2,T,300,10,26_T_64,0.1723260535109096,0.21567062019494673,Min
0,T,300,10,26_T_8,0.302359753563021,0.21567062019494673,Max
1,AD,300,10,26_AD_32,0.0,0.2680382736337726,Min
2,AD,300,10,26_AD_64,0.7659441327121852,0.2680382736337726,Max
